CustomerID,Age,Income,Credit_Score,Is_Active,Feature_1,Feature_2,Feature_3,Feature_4,Feature_5,Feature_6,Feature_7,Feature_8,Feature_9,Feature_10,Feature_11,Feature_12,Feature_13,Feature_14,Feature_15,Feature_16,Feature_17,Feature_18,Feature_19,Feature_20,Feature_21,Feature_22,Feature_23,Feature_24,Feature_25,Feature_26,Feature_27,Feature_28,Feature_29,Feature_30,Feature_31,Feature_32,Feature_33,Feature_34,Feature_35,Feature_36,Feature_37,Feature_38,Feature_39,Feature_40,Feature_41,Feature_42,Feature_43,Feature_44,Feature_45,Feature_46,Feature_47,Feature_48,Feature_49,Feature_50
100011.0,40.0,99858.4,789.0,1.0,0.271,1.2847,0.7578,-0.4528,-0.6579,1.1402,-1.1169,0.0189,0.572,0.5491,0.7249,2.382,1.3839,-0.2995,-0.9069,-0.0826,2.3125,0.5335,0.0439,-1.2894,0.3815,0.3075,-0.0734,1.1251,0.794,1.1947,0.7951,-0.1315,0.9048,0.5725,-1.2182,1.0361,-2.3366,0.518,-1.5439,0.3216,0.6758,-0.3746,-0.4488,0.2259,-0.217,-2.1684,0.667,0.046,0.6917,0.7637,1.0291,-0.5734,-0.1519,0.3429
100012.0,28.0,11092.05,304.0,1.0,0.5188,0.8903,-0.5137,0.0605,-0.4496,-0.1009,0.5869,-0.9238,-0.778,-1.94,-0.1004,0.8869,1.7629,-0.2188,0.5369,0.6124,1.3613,-2.5179,0.992,-0.4948,-1.5149,0.1954,-1.3983,1.0368,-1.0023,0.1811,-0.1146,0.9619,1.3426,-1.5453,0.3119,-0.0843,0.015,-0.0972,0.3258,0.1241,1.9594,0.1012,0.6633,1.8024,0.0353,0.4434,2.1007,-0.8167,-0.1553,0.5683,0.3848,0.9183,1.2617,-0.9697
100013.0,28.0,78536.01,375.0,1.0,0.2009,0.5113,2.2736,-0.7674,1.1623,-0.8178,0.6557,-1.0248,-0.2668,-0.8391,0.3965,0.9474,-0.6893,-1.2408,0.82,0.2844,0.011,-0.2945,-0.8993,-1.0142,-0.8887,0.5467,0.3304,-0.0897,0.365,1.1081,1.1918,-0.2228,0.0455,-0.1344,0.747,-1.0855,-0.3595,1.4593,-1.834,-0.2256,0.6657,-0.4783,0.5391,-1.6365,,0.2007,-0.1966,0.5188,-0.4644,-1.9468,-1.0037,0.3988,0.8085,0.4541
100014.0,41.0,108722.01,552.0,0.0,0.1239,-0.7169,0.2085,,-0.3121,-0.5452,-1.4712,-0.2705,-0.5081,0.7691,0.0343,-0.738,-1.014,-0.2827,1.9257,-0.2948,-0.3855,1.3928,-0.8425,0.5472,1.0737,0.2086,1.198,0.3927,0.916,-1.2819,-1.6761,0.1209,0.9112,-2.3736,-0.2899,-1.8917,-1.7974,-0.4903,-0.3066,-0.4009,-0.1518,0.5652,0.0408,-0.3298,-1.0988,,-2.7969,-1.414,0.3975,1.4152,0.6675,-1.3497,-0.2168,0.443
100015.0,70.0,112442.46,306.0,1.0,-0.4844,1.0877,0.9043,-1.604,3.039,-1.4164,2.2645,0.2602,-0.077,0.0125,-0.1808,0.102,1.2405,-0.1678,0.5159,1.0565,0.1831,-0.3059,-0.141,0.6461,,0.8861,-0.9806,-0.878,-0.586,-1.8892,,-1.267,0.0576,-0.3982,0.9555,-0.749,-0.4486,-2.436,0.7453,0.315,-0.4643,0.9908,,0.387,1.0103,-0.3435,0.1366,0.3522,-0.2714,0.4874,0.8836,-2.3793,-0.3097,0.615
100016.0,53.0,69204.35,772.0,0.0,,-1.6062,0.1555,0.7725,-0.5707,-0.476,-2.022,,0.8151,0.9998,-0.7747,0.1502,,,-0.8811,-1.9703,-1.1125,1.5118,-0.9735,-1.3348,-1.4736,1.2858,-1.0292,2.2874,-1.787,0.2086,0.5842,0.8746,0.8847,2.1105,-0.2434,-0.6806,-0.2059,0.7907,-0.424,1.5603,0.4014,-1.809,,-1.5605,-1.2087,2.9625,2.2624,0.6578,0.8185,-0.3947,-0.2819,0.0971,0.1871,0.8126
100017.0,57.0,41845.05,437.0,1.0,-2.3833,0.5015,-1.0511,-1.025,-1.2078,-1.4766,0.1231,0.5194,0.3962,0.0002,0.9089,-0.5777,0.8198,2.4744,-0.8538,0.4322,0.2726,-0.533,0.6376,-0.7507,1.5447,0.2705,0.6735,-0.6595,1.9817,-0.2597,0.6133,-0.3226,-0.2255,-0.354,-0.4874,-0.3367,2.0381,-2.7579,-1.0362,-2.5987,-1.6798,-0.2435,-0.0064,-1.5788,1.9788,0.9453,-0.3839,-1.188,-1.8851,-0.065,0.2576,0.197,-0.0922,-0.9788
100018.0,41.0,109161.82,657.0,0.0,1.5498,-1.7321,-0.0861,0.5842,1.0132,-0.9956,2.0431,-0.7011,1.2693,0.2994,-0.9553,0.1084,-1.1898,-1.3309,-1.0433,0.544,0.2666,-0.4791,-0.1457,0.8642,-1.1318,-0.941,0.4564,0.4274,,-0.1782,-1.7244,-0.3043,0.5086,1.2777,-1.1742,0.519,3.3928,1.9563,-0.1277,-0.2281,-0.509,-1.1612,0.2708,-0.0281,1.5746,1.1136,1.6913,-0.6005,0.1875,-1.181,1.587,-1.0476,0.583,0.8539
100019.0,20.0,73703.37,462.0,0.0,0.1611,1.7868,-1.4051,0.0928,-1.0126,0.4092,-0.7978,0.1229,-1.6054,-0.4004,-0.1684,-1.6515,-0.8594,0.1227,-0.3372,0.1858,-1.0812,0.5033,-1.9012,0.6409,-1.1223,-1.2201,-1.4285,0.0306,-0.6587,1.3645,-0.4901,1.1105,0.8702,-1.6878,-0.3714,-0.6404,0.6669,0.2868,-0.2724,-0.6372,0.0766,0.002,-1.3242,0.6229,-1.2833,-1.6185,0.4114,-0.7201,-0.4342,-1.3349,2.2905,0.7585,0.2283,-0.4643
100020.0,39.0,71025.76,617.0,1.0,2.104,-1.1478,0.2969,-1.197,-0.5095,,1.6681,1.2534,-0.2446,-0.9443,0.655,1.3973,-0.4519,0.3772,-0.0195,0.2511,0.1634,-0.1494,-2.6703,0.0968,0.6057,-0.0715,-1.1927,,0.721,-0.0489,0.6946,0.0981,-1.6623,-0.4442,-0.4668,-0.5877,0.1008,-0.1558,0.0493,0.0116,0.4799,-0.4665,-1.262,-0.3479,1.7163,-0.4143,-0.5763,-1.0711,-0.2145,0.0943,-1.5056,-3.4443,,-0.1886
100021.0,70.0,52678.63,757.0,0.0,1.2886,-0.4614,-0.2072,-1.6358,-2.2259,-1.2094,0.609,1.7537,-0.0583,-0.9034,-0.514,-0.126,-0.3494,-1.5288,1.5679,1.2388,-1.0155,-0.1841,0.8632,-0.4057,1.3195,-0.9871,-0.2837,0.7962,-0.9888,1.4497,0.4023,0.2571,-0.106,1.3688,0.8949,-0.8363,-0.9279,0.1933,0.7532,0.6791,1.0394,0.3019,-1.2206,-0.2722,-0.0371,1.244,-0.3531,-0.5001,-0.3279,1.9348,0.087,-0.5451,-0.6933,0.8221
100022.0,19.0,43752.81,552.0,1.0,-0.8151,1.6663,-1.3886,0.373,-0.2337,0.0267,-0.0156,-0.5539,0.6315,-0.9785,0.3467,0.6763,-0.8419,-0.3871,-0.9509,-1.5722,0.2172,-2.7607,-0.2724,1.7291,-0.446,0.0861,-0.6305,-0.4028,0.0443,0.6492,-0.4066,0.94,-0.6473,-0.2651,,0.7283,1.808,-0.1116,,-0.2715,1.8207,-0.3037,0.9187,-0.9583,2.0037,-0.6339,1.2137,-0.1176,0.9284,-1.3689,-0.5078,0.8042,-0.0116,1.2325
100023.0,,89096.58,500.0,0.0,-0.3641,0.4487,-0.453,-1.119,2.1277,0.094,-0.3818,0.1622,-0.2263,-0.9294,-0.9516,0.6712,0.5258,0.8414,-1.563,-0.2761,-0.2116,1.5154,-0.815,0.6697,0.9467,2.1136,0.1882,-0.6254,-0.0096,0.994,-2.0577,0.2626,-1.9734,0.9371,1.1402,0.0489,0.7012,0.479,0.3731,-0.4545,0.0835,-1.4892,1.1554,-0.7023,-0.9191,-0.142,0.8546,-0.4135,-0.498,0.2309,0.1829,-0.6846,-0.5409,0.6238
100024.0,61.0,91746.79,831.0,1.0,,-0.7264,-1.0834,0.2654,0.4944,-1.6969,0.9959,0.0486,1.9125,-0.0019,-0.3808,-0.1973,1.006,-0.8362,0.8477,0.4984,-1.1017,-0.5587,-0.2342,-0.3999,1.137,1.4736,-0.4811,-0.4202,-0.1888,0.369,1.6672,-0.6705,-0.2717,1.236,1.0998,-1.474,0.8957,-1.1583,0.0894,1.34,0.5358,-0.1268,0.6714,-0.219,0.3197,0.9945,-1.0507,0.0921,,-0.0714,-0.1119,-0.2773,-1.4836,-1.8395
100025.0,47.0,80038.6,464.0,0.0,-0.6696,0.1202,-0.4577,0.5451,-0.1649,0.4455,0.648,0.4637,-0.02,-0.3957,0.148,1.378,-0.696,0.6579,-1.5071,-0.5366,0.2714,0.6637,0.6673,0.6041,-1.5587,0.9589,-0.5597,-0.2405,-0.9741,1.1405,0.5066,-0.2497,,-0.9189,1.3221,2.1395,-0.2325,1.0905,1.2953,0.0735,0.1971,1.224,2.131,1.5552,-0.0047,-0.4736,-0.0341,-0.69,-1.2739,0.4457,-1.1722,0.5389,,1.5297
100026.0,55.0,55898.86,531.0,0.0,-1.5638,0.2922,-0.1509,-1.0825,-0.6325,0.4533,-0.3399,0.1942,-0.3039,0.5005,-1.1774,-0.6418,0.9131,-0.3726,2.2138,-1.1383,0.8831,1.202,0.2959,-0.5217,1.6407,0.1367,-0.2571,-1.4834,1.1648,1.2664,0.4373,0.2834,-0.7986,0.218,-0.7511,0.4668,1.8628,0.4325,0.0724,-0.3274,1.1558,-1.2473,0.1834,-1.4998,-1.4715,0.8481,0.3708,0.5445,0.5698,1.1252,0.9854,0.2431,-0.3438,1.3614
100027.0,19.0,48375.03,627.0,1.0,-0.9236,0.4229,0.7259,-1.3749,-1.4318,-1.5915,-0.717,1.8979,0.2252,,-1.8236,-0.3289,1.5982,0.4912,-0.6435,-1.9678,-1.1745,-0.3961,-0.8472,-1.2076,0.2901,-1.253,-0.0281,-1.4026,-1.7251,-0.1247,0.2136,1.7926,0.5753,-1.5147,1.6673,-1.1966,0.2151,-0.7147,-2.2038,-1.3557,-0.8244,-1.2279,-1.5377,-0.5995,-0.1933,0.6941,0.2818,-0.5271,1.3408,0.1014,1.578,0.2181,0.4422,1.3725
100028.0,77.0,39193.78,537.0,1.0,-1.0351,-0.2104,-0.8778,-0.1872,2.0473,1.9394,-1.7977,-0.705,0.7008,-0.1187,,1.3225,-0.2601,-1.0125,-1.0808,0.0612,-0.0622,0.8895,1.4524,-1.5106,-1.2784,0.8597,0.2859,-0.6124,0.1363,0.0489,-0.4478,-0.3481,-0.4775,-0.6747,-0.1079,1.2213,-0.7481,1.4021,-0.1533,-1.4017,-0.6254,1.0074,0.3868,0.6225,1.2913,-0.8805,-0.5093,-0.7298,-0.1826,0.0675,-1.4713,-0.6367,-1.1092,-0.527
100029.0,38.0,60986.37,419.0,1.0,0.8815,-0.3222,-0.8234,-0.3055,-2.0706,1.8556,1.3344,0.5989,0.0488,-0.5646,-0.4003,1.8658,0.9241,-0.7266,0.5508,-0.7772,-0.1445,-0.0384,0.1139,0.6546,2.4004,0.8772,-0.3157,0.7159,-0.4191,-0.2269,-0.0852,-0.4177,-1.9336,0.5217,1.0177,,-0.0237,-1.1963,-1.4306,-0.4908,0.0294,-0.6199,0.6882,-0.2838,1.8801,0.8572,-0.6718,-1.0043,0.0752,0.4197,-0.7944,0.7621,-0.0321,-0.4378
100030.0,50.0,49853.66,549.0,1.0,-1.6206,0.6875,0.3406,-0.7209,0.8368,1.4152,-1.1102,1.2002,0.6312,1.2918,0.1516,-0.4533,-1.9646,-0.0697,0.7281,0.5104,-1.4818,-1.454,-0.5287,1.9438,-0.86,0.542,1.0472,0.6254,1.5049,-0.8882,2.0217,,,1.9545,0.9903,-0.655,2.0972,-0.5956,-0.6766,-0.6225,-2.658,2.1099,1.7558,-0.7753,-1.2112,0.3198,0.7196,0.2755,0.9913,0.5088,0.4902,0.8058,-0.579,1.9336
100031.0,29.0,32267.26,,1.0,2.2259,-0.2531,0.061,-2.035,-0.0611,-0.9074,-0.3605,1.4383,0.6523,0.8941,-0.1295,-0.3424,1.0219,-0.8993,1.1975,-1.106,-0.4094,-1.3311,0.0144,-0.2836,-0.9206,-1.0324,0.2981,-0.3142,0.3718,-0.2597,0.4732,2.0469,0.4359,-0.6632,1.6759,1.8798,-1.0546,0.0552,-0.8137,1.1572,0.9937,-0.165,-0.7364,-0.0828,-0.0267,-1.2995,-0.4942,-0.3831,-0.8068,1.1661,,1.1918,0.732,0.4549
100032.0,75.0,91283.63,583.0,1.0,-0.3218,-1.0739,0.7513,1.0092,0.2942,-1.7447,-0.7162,1.2341,-1.6104,0.3457,-0.0875,,0.9842,0.4657,-0.8114,-0.2472,0.7045,0.7809,0.4948,0.2018,-0.1343,1.2009,-0.7653,-0.7591,0.0708,-0.3787,2.0007,1.5924,-1.9042,-0.3865,-0.8922,1.6686,-1.489,-0.1267,0.1179,-1.0162,0.2301,0.0545,0.8427,-0.34,1.9785,0.6679,-1.2094,0.9715,0.0815,-0.9426,-0.6655,1.0847,-1.1935,0.3443
100033.0,39.0,42023.4,497.0,1.0,1.3471,-0.3156,-0.2055,-0.0936,1.6575,-1.077,-0.9183,1.2941,0.8307,0.2289,0.3741,1.6439,-0.8319,0.4278,0.1102,0.2847,-0.3076,-1.3508,1.4551,-0.921,0.72,0.5931,-0.3236,0.088,-0.766,-0.666,-1.1778,0.108,1.1012,-0.2482,0.7159,-1.8284,-0.226,1.9076,0.8265,-2.0464,-2.179,-1.3139,0.2267,-0.0486,-0.7332,0.2438,-0.088,0.862,-1.0092,-0.1153,0.4876,-0.181,-1.2227,0.5964
100034.0,78.0,99598.07,715.0,1.0,-0.9642,-0.0199,0.5511,0.5728,-1.1682,0.9716,-0.6335,0.0978,-0.4829,0.1473,-0.9649,1.1029,1.2799,1.471,0.5374,0.4232,0.0967,1.3878,0.4876,0.2634,1.5955,-0.0274,0.083,0.1885,-0.8851,-0.5042,-0.3836,-0.0416,-0.1191,-0.8757,0.7824,0.1681,0.6772,-0.9747,-0.6823,-1.13,0.2884,-0.8716,-0.2965,0.425,0.8873,3.5551,0.6475,-0.7554,-1.1949,0.7353,,0.3544,-0.1889,0.6469
100035.0,61.0,84851.79,694.0,1.0,0.7782,0.3458,-2.9001,-0.0628,0.4926,0.0132,1.6267,-0.4084,-1.1927,0.3405,-0.2272,-0.904,2.2862,0.8878,-1.259,0.7311,-0.805,2.5518,-0.7219,0.1933,0.1005,0.4833,0.1394,-1.1025,0.1657,0.5636,0.8276,2.0889,-0.2863,1.3588,-1.6649,0.4082,0.0174,1.2919,-1.1167,-1.0519,0.9622,0.412,-1.9094,-2.3724,-0.2267,0.5025,0.8864,-0.3222,0.8501,-0.0388,-0.7948,-0.9421,-0.1027,0.459
100036.0,42.0,82358.53,450.0,1.0,-1.4684,0.1959,-0.7341,0.8873,-1.3716,0.8938,-1.3955,0.2452,-0.3849,0.4142,0.3716,-1.7905,0.161,-0.3011,-0.4647,-0.9312,-0.4299,-0.1396,,,0.2455,0.3128,-0.6601,0.2757,-0.7884,0.4798,0.3672,-0.4052,1.3407,-0.4315,0.8105,-0.3409,0.1045,0.4075,0.1927,-0.3451,-0.5895,0.6793,1.2718,-0.8253,1.3218,0.6341,0.4595,2.47,1.5507,0.2673,-0.5204,0.4573,0.4278,0.9773
100037.0,66.0,116632.73,564.0,0.0,-1.474,-1.3201,0.0335,-0.2561,2.2414,0.5868,0.2911,1.1385,0.2968,2.0509,-0.9706,-0.2621,1.4861,0.1375,-0.0079,0.53,1.7983,,-0.0362,1.1156,2.1505,-0.478,0.259,0.9758,1.0385,-0.5506,0.456,-2.2512,-0.6665,-0.4236,-0.2195,-1.193,-0.0616,0.1122,-0.0517,-1.275,-1.2483,-0.1771,0.7028,-0.7056,0.037,-0.3483,0.7033,-0.4371,,0.1763,0.3773,-0.3595,-1.0713,-1.6467
100038.0,44.0,42854.93,519.0,0.0,1.0945,0.4985,-0.1092,-0.3296,-0.1466,2.3311,1.1386,-2.0315,-1.1079,0.4239,0.3639,0.8973,-0.3576,-0.4662,0.7949,0.1194,1.4534,-2.2343,1.0152,0.6258,-2.1602,-0.0046,-0.2378,-0.4644,0.6152,-2.4152,-1.1065,-1.4872,0.189,0.2718,-0.6364,0.7224,-0.1197,-0.4585,-0.8694,-0.9978,0.055,0.3372,0.0751,1.6723,-0.9373,0.0245,0.6166,-1.3296,-0.4836,1.2865,2.1736,0.8372,1.4269,1.0289
100039.0,76.0,96844.3,515.0,1.0,-0.1219,-0.2084,0.1452,-0.859,-1.3406,1.8269,2.262,-0.1832,-1.36,-0.0585,-0.9733,-1.5038,1.3895,-0.1581,0.4908,2.2343,0.0286,0.3295,0.1951,0.3012,-0.4136,-0.4102,0.5071,-2.3705,0.5578,0.1008,-1.1754,-0.3361,-0.6128,-0.1598,1.1632,-0.2013,-0.8238,-1.9835,,-2.0315,-0.0674,-1.8401,0.1027,-0.8378,1.6594,1.4237,-0.0547,-1.2042,0.6056,-0.6469,-0.9166,-0.4314,-1.3926,1.1103
100040.0,59.0,67558.94,614.0,1.0,-0.1982,-0.562,0.8802,0.2622,-0.264,0.0247,-1.1703,-0.7798,0.5718,1.0936,0.7635,0.6549,0.0048,-1.2038,-1.9081,-0.8972,0.9819,-0.5302,0.2761,-0.5588,0.4646,-1.6743,0.046,0.5151,-1.36,-0.0228,-0.2656,0.5942,-1.2574,0.9852,0.8646,2.1047,0.5599,1.7509,0.3918,-0.7385,0.2936,,0.5817,-0.2212,-0.7878,-1.9104,0.4756,0.0396,0.3663,0.1007,1.0442,0.5105,-2.5395,0.0848
100041.0,45.0,139276.75,515.0,0.0,-1.0033,,-0.5267,-0.3711,0.3709,0.5607,-0.7199,-1.1444,-1.2481,1.6059,-1.1454,-0.4837,1.2494,0.9932,-0.0901,1.5039,-0.2051,-0.0072,-0.9102,-0.6475,-0.6887,0.6808,-0.0681,1.141,-0.2781,-0.8607,0.1551,0.3536,-0.8345,-3.162,-0.3389,1.4181,-0.2658,,-0.0743,-0.5739,-0.6181,-0.2419,-1.0806,1.1831,0.6225,1.4048,-0.6332,-1.2166,0.7601,0.814,0.3867,-1.266,1.06,0.3746
100042.0,77.0,65480.14,634.0,1.0,-0.8712,-0.7231,0.3005,-0.513,1.7437,-1.1979,,-0.4693,0.4103,-0.8646,0.7549,0.5796,0.3324,-1.385,1.3898,-0.6776,-3.3161,-0.9562,-0.8475,-1.1874,-2.3894,1.5036,-0.5702,0.1192,-1.2408,1.9648,-1.726,-1.5118,-0.3894,1.4784,-1.3029,-1.728,-0.4817,-0.8917,-0.5893,-0.0244,0.4601,-1.598,1.6646,0.5485,0.4333,0.3737,-0.1439,-0.2717,1.0237,1.2845,1.1055,-0.2236,0.38,-0.5489
100043.0,33.0,61442.29,658.0,0.0,-1.596,1.785,-0.2334,-1.7005,-0.3399,-1.1263,-0.7345,0.232,-0.4746,-1.4945,-0.664,0.1465,0.8871,-0.6955,0.0709,0.0466,1.062,2.1927,-1.2652,0.5035,-1.7465,-0.1298,-1.3501,1.76,-1.7544,0.2077,0.4619,0.3351,1.3237,-0.0227,-1.0687,-0.7027,1.2557,0.7183,-1.3898,0.0459,3.1019,-0.3204,-0.932,1.1664,-1.2445,-0.0419,0.7758,-0.9572,1.8152,-0.097,-0.0512,1.0115,-1.2513,1.0119
100044.0,32.0,85638.39,460.0,0.0,-0.5233,1.6876,0.4655,-0.4205,-0.7233,1.7379,0.4466,0.3075,1.5406,-0.0494,1.0124,0.4733,-0.4042,-0.3323,1.2228,-1.2001,0.4221,-0.2679,0.204,-0.3719,0.0463,1.1698,0.4624,-0.5676,0.9657,-0.1251,-0.0576,0.3783,2.3091,-2.0726,-1.8226,0.171,-1.7404,-0.5666,0.076,-0.3925,-0.3222,0.2214,1.192,-0.0627,-0.8536,0.6288,-0.7866,-0.1527,0.2647,-0.944,2.7251,-0.4984,-1.6413,0.4727
100045.0,79.0,69777.29,810.0,0.0,0.2562,1.0082,0.4891,0.4019,1.0462,-0.625,-0.168,0.6657,-0.7146,-1.7014,-1.9323,-1.2415,2.4176,-0.307,0.0567,1.2624,-0.4885,-2.5333,-0.4714,0.1653,-0.395,-0.1483,1.4052,1.5399,-0.1677,2.2022,0.3338,0.2605,-0.5218,-1.1611,0.4439,0.0266,0.1341,-1.013,-0.4955,-1.4066,-0.5109,-1.181,0.7525,-0.2866,0.2747,-0.0395,-1.4087,-0.1328,-0.6157,-0.7475,-0.5954,-1.4615,-0.8238,0.4993
